City,Website,Revenue,Status,Value
Minneapolis,https://trprocessing.com/,"$1 to $500,000",Private,0
San Francisco,https://www.divvyhomes.com/,"$100,000,001 or Above",Private,0
Fullerton,https://jones-mayer.com/,Undefined,Other,0
New York,https://www.bgandg.com/,Undefined,Private,0
Chicago,https://akunacapital.com/,"$100,000,001 or Above",Private,0
Rancho Cucamonga,https://nongshimusa.com/homev2/share-your-shin-show-your-love/,"$100,000,001 or Above",Private,0
Seattle,https://broadmark.com/,Below $1,Private,0
Boston,http://www.rogerson.org,"$1 to $500,000",Private,0
New York,http://winnyc.org,"$100,000,001 or Above",Non Profit,0
Augusta,http://www.maineworkerscompensation.com,"$1 to $500,000",Non Profit,0
Sacramento,http://www.porac.org,"$500,001 to $7,500,000",Private,0
New York,https://www.cbcnyc.org/,"$100,000,001 or Above",Non Profit,0
Lockhart,http://miltonsleep.com,"$25,000,001 to $100,000,000",Private,1
Bronx,https://www.skylinewindows.com/,"$25,000,001 to $100,000,000",Private,1
Sunnyside,https://inspirecenters.org/,"$25,000,001 to $100,000,000",Non Profit,1
San Francisco,https://www.workwhilejobs.com/,"$500,001 to $7,500,000",Private,0
Berkeley,https://profluent.bio/,Below $1,Private,0
Fargo,http://Christiansoncompanies.com,"$100,000,001 or Above",Private,0
Auburn Hills,https://unigenpower.com/,Below $1,Private,0
Boca Raton,https://www.excellauto.com/,Undefined,Private,0
Urbandale,http://IowaFamilyAssistants.com,"$500,001 to $7,500,000",Other,0
Melbourne,http://www.alertgy.com,Undefined,Private,0
Lansdale,https://umexperts.com/,"$7,500,001 to $25,000,000",Private,1
Boca Raton,http://www.millennialpartners.com,"$500,001 to $7,500,000",Private,0
Little Rock,https://www.mclartyauto.com/,Undefined,Private,0
Seattle,https://salishbio.com/,Below $1,Private,0
Morgantown,https://www.healthpartnersnetwork.com/,"$500,001 to $7,500,000",Private,0
Los Angeles,http://www.tubescience.com,"$25,000,001 to $100,000,000",Private,1
New York,http://www.meridiancapital.com/,Below $1,Private,0
Richmond,http://www.moxionpower.com,Undefined,Non Profit,0
Irvine,http://www.unitedwayoc.org,"$25,000,001 to $100,000,000",Non Profit,0
Seattle,https://www.oisinbio.com/,Below $1,Private,0
Des Moines,https://www.tmctrans.com/,"$100,000,001 or Above",Private,0
San Diego,https://nterica.com/,Undefined,Private,0
Locust Grove,https://www.lowa.org/,"$7,500,001 to $25,000,000",Non Profit,1
Culver City,http://www.chownow.com,"$25,000,001 to $100,000,000",Other,0
Bridgewater,https://kecheslaw.com/,"$25,000,001 to $100,000,000",Private,0
Los Angeles,https://www.quadc.org/,"$7,500,001 to $25,000,000",Private,0
Knoxville,https://locations.papajohns.com/,Below $1,Private,0
Hunt Valley,https://www.thompson-financialgroup.com/,Undefined,Private,0
Fairmont,http://www.gamechangerUSA.org,"$1 to $500,000",Private,0
Tempe,https://www.asuenterprisepartners.org/,"$100,000,001 or Above",Non Profit,1
Butler,https://lifesteps.net/,"$25,000,001 to $100,000,000",Private,0
San Diego,https://nucleushealth.io/,"$25,000,001 to $100,000,000",Private,0
Winter Park,https://dhipgroup.com/,"$7,500,001 to $25,000,000",Private,0
Oakdale,https://www.cricommercial.com/,Undefined,Private,0
Sacramento,https://www.sellands.com/,"$7,500,001 to $25,000,000",Private,0
San Francisco,https://serentcapital.com/,Undefined,Private,0
Framingham,http://www.hebrewatthecenter.org,"$500,001 to $7,500,000",Non Profit,0
Fullerton,http://www.vistapaint.com,Undefined,Private,0
Hatboro,https://kmmgrp.com/,Below $1,Other,1
Austin,http://newscapepro.com,"$500,001 to $7,500,000",Private,0
Missoula,https://atticrrg.com/,"$7,500,001 to $25,000,000",Private,0
New Orleans,http://shuart.com,Undefined,Private,0
Newton,https://www.mareinc.org/,"$500,001 to $7,500,000",Private,0
Denver,https://www.elevatedinc.co/,"$25,000,001 to $100,000,000",Private,0
Santa Clara,https://www.tavant.com/,"$100,000,001 or Above",Private,1
Houston,https://gracechurches.tv/,"$500,001 to $7,500,000",Private,0
Naples,http://www.royalpalmcc.com,"$500,001 to $7,500,000",Private,1
Northbrook,https://bridgetolife.com,Below $1,Private,0
Tucson,https://www.ua-arc.org/,"$500,001 to $7,500,000",Private,0
Washington,http://www.farastate.org,"$500,001 to $7,500,000",Non Profit,0
Solana Beach,http://dmbrenner.com/,Undefined,Private,0
Soldotna,http://www.soldotnabiblechapel.com,"$500,001 to $7,500,000",Non Profit,0
Los Angeles,http://pacela.org,"$7,500,001 to $25,000,000",Private,1
Athens,https://www.oakwoodplace.com/,Undefined,Private,0
San Antonio,https://www.larckscott.org/,"$500,001 to $7,500,000",Private,0
Salem,https://www.theneighborlyway.com/,Undefined,Private,0
Pompano Beach,https://keithteam.com/,"$7,500,001 to $25,000,000",Private,0
Fresno,http://www.assemigroup.com,"$25,000,001 to $100,000,000",Private,0
Lansing,https://www.weareforgood.org,Undefined,Non Profit,0
Washington,https://www.tmcf.org/,"$25,000,001 to $100,000,000",Private,1
Atlanta,https://shipterra.com/,"$100,000,001 or Above",Private,0
Arlington,https://paragoninstitute.org/,"$500,001 to $7,500,000",Non Profit,0
Greenville,https://www.pioneerelectric.com/,Undefined,Non Profit,0
Odessa,http://basinabstract.net/,"$500,001 to $7,500,000",Private,1
New York,https://rbint.com/,Undefined,Private,0
New York,https://tunesat.com/tunesatportal/home,"$500,001 to $7,500,000",Private,0
Salina,https://www.overlandpg.com/,"$500,001 to $7,500,000",Private,0
Rosemont,http://jimmyjohns.com,"$7,500,001 to $25,000,000",Private,0
Redwood City,http://www.widecircle.com,"$7,500,001 to $25,000,000",Private,0
Grand Rapids,http://newcommunity.fund/,"$1 to $500,000",Private,0
Monsey,https://www.evergreenkosher.com/,Undefined,Non Profit,0
Tama,http://meskwakiinc.com,"$7,500,001 to $25,000,000",Private,0
Waltham,https://www.mastoran.com/,Undefined,Private,0
Clemson,http://wendyscmc.com/contact-us,Undefined,Private,0
Mesa,https://legacycaresinc.org/,Undefined,Private,0
Bronx,http://www.davidsfinancial.com/,"$7,500,001 to $25,000,000",Private,0
New York,http://www.dataiku.com,"$100,000,001 or Above",Private,1
Los Angeles,http://www.mmpla.com/,Undefined,Non Profit,1
Beverly Hills,https://www.sos-usa.org/,"$1 to $500,000",Private,0
Miami,https://www.gobuyside.com/,"$500,001 to $7,500,000",Private,0
Fresno,https://www.topangamanagement.com/,"$500,001 to $7,500,000",Private,0
Los Angeles,http://eimsi.net/,"$500,001 to $7,500,000",Private,1
Sherman Oaks,https://lendingusa.com/,Undefined,Private,0
Waco,http://www.jtscap.com,"$500,001 to $7,500,000",Private,0
Wilmington,http://www.dlsdiscovery.com/,Undefined,Private,0
Bloomfield Hills,https://www.carlsgolfland.com/,"$25,000,001 to $100,000,000",Non Profit,0
Spring Valley,https://thecapitalrealty.info/,Undefined,Private,1
New Orleans,https://enjoyceres.com/,"$1 to $500,000",Private,0
Tucson,https://roadhousecinemas.com/,"$7,500,001 to $25,000,000",Private,0
Lemont,http://www.tpusa.com,"$25,000,001 to $100,000,000",Private,1
Jersey City,https://brighthorizoninstitute.com/,Undefined,Other,0
Lynbrook,http://www.paston.com,Undefined,Private,0
Horsham,https://www.delta-info.com/,"$25,000,001 to $100,000,000",Private,0
Tampa,https://lyvwellcommunities.com/,Below $1,Private,0
Troy,http://www.truckcentersinc.com,"$100,000,001 or Above",Private,0
Van Nuys,https://www.esintl.com/,"$100,000,001 or Above",Private,0
Clermont,https://real.life/,Undefined,Private,0
Tucson,https://nwlandscaping.com/,Undefined,Private,0
Fairfax,https://www.genatural.com/,Undefined,Private,0
Pembroke Park,http://www.madisoninsgroup.com,Undefined,Private,0
Plainview,http://www.coxandco.com,"$25,000,001 to $100,000,000",Private,0
San Diego,https://www.lifesymbio.com/,Undefined,Non Profit,0
San Francisco,https://worldcoin.org/,Below $1,Private,0
Culver City,http://primehh.com,"$25,000,001 to $100,000,000",Private,0
Philadelphia,http://www.ap-schools.org,"$500,001 to $7,500,000",Non Profit,1
Ogden,https://www.cittabrokerage.com/,"$500,001 to $7,500,000",Private,0
Charleston,https://register-of-charities.charitycommission.gov.uk/charity-search/,Undefined,Non Profit,0
Carmel,https://www.tsdglobal.com/,Undefined,Private,0
Georgetown,https://www.austinpx.com/,"$1 to $500,000",Private,0
Modesto,https://boyett.net/,"$100,000,001 or Above",Private,0
Alexandria,http://www.carh.org/,"$500,001 to $7,500,000",Private,0
Union City,https://www.littlegeneral.com/,Undefined,Private,0
Denver,https://www.thebest-healthplan.com,Undefined,Non Profit,0
North Las Vegas,https://www.angelplayingcards.com/en/,"$1 to $500,000",Private,0
Seattle,https://www.e3restaurantgroup.com/,Undefined,Private,1
Fresno,http://www.eridirect.com,"$1 to $500,000",Private,0
Whitehall,https://www.fellowshipcommunity.com/,Undefined,Non Profit,1
Pleasant Grove,http://www.skydancevascular.com,Below $1,Private,0
Omaha,https://www.panorama360.com/,"$500,001 to $7,500,000",Private,0
Lake Butler,http://www.lakebutlerhospital.com,"$25,000,001 to $100,000,000",Other,0
South Bend,http://strawberryfieldsreit.com,"$1 to $500,000",Private,0
Lufkin,http://angelinaexpocenter.com,"$1 to $500,000",Other,0
Sharman Oaks,http://www.floqast.com,"$25,000,001 to $100,000,000",Private,0
Carson City,http://www.nvhealthcenters.org,"$25,000,001 to $100,000,000",Private,1
Orlando,https://genesisreferencelabs.com/,"$25,000,001 to $100,000,000",Private,0
Danvers,https://www.mortgagenetwork.com/,"$100,000,001 or Above",Non Profit,0
Alexandria,https://www.clarkeandsampson.com/,"$500,001 to $7,500,000",Private,0
Washington,https://ghco.gcs-web.com/,"$500,001 to $7,500,000",Private,0
Tulsa,https://www.landesblosch.com/,Undefined,Private,0
Indianapolis,https://www.brightwellbehavioral.com/,"$500,001 to $7,500,000",Private,0
San Francisco,http://www.nodle.com,"$500,001 to $7,500,000",Private,0
Irvington,https://www.uniprouniforms.com/,"$25,000,001 to $100,000,000",Private,0
Cabot,http://goldencakesinc.com,Undefined,Private,0
Pleasant Grove,https://aseaglobal.com/,"$100,000,001 or Above",Private,1
San Francisco,https://www.junipersquare.com/,"$25,000,001 to $100,000,000",Private,0
Mountain View,https://onedge.co/,"$500,001 to $7,500,000",Private,0
Mount Vernon,http://www.tedrickgroup.com/,Undefined,Private,0
New York,https://www.butlerhospitality.com/,"$7,500,001 to $25,000,000",Private,0
Jacksonville,http://www.clarawhitemission.org,"$500,001 to $7,500,000",Private,0
Santa Monica,http://furlined.com,"$25,000,001 to $100,000,000",Private,0
Chico,http://www.rosesandivy.com,"$500,001 to $7,500,000",Private,1
Memphis,http://porterleath.org,"$25,000,001 to $100,000,000",Private,0
Rochester,https://angelsinyourhome.com/,Undefined,Non Profit,0
Ontario,https://classiccontainers.com/,"$25,000,001 to $100,000,000",Private,0
Lowell,http://www.altrahomecare.com,Undefined,Private,0
Mobile,https://longandlong.com/attorneys/c-bennett-long/,"$7,500,001 to $25,000,000",Other,0
Mission Viejo,https://www.safeharborhouse.com/,Undefined,Private,1
Whittier,https://www.iqpersonnel.com/,Undefined,Private,0
Ventura,http://www.Derecktorventura.com,"$500,001 to $7,500,000",Private,0
Los Angeles,http://www.libertycompany.com,"$25,000,001 to $100,000,000",Private,0
Newport Beach,http://www.atm.com,"$500,001 to $7,500,000",Private,1
PLACERVILLE,https://ccbma.org/,"$1 to $500,000",Private,0
Swartz Creek,http://fasteddiescarcare.com,Below $1,Private,0
Portland,http://www.endosound.com,Below $1,Private,0
New York,http://www.uschaplaincorps.us,"$1 to $500,000",Non Profit,0
Vero Beach,http://www.riversidetheatre.com,"$500,001 to $7,500,000",Non Profit,0
Beaverton,https://pcisig.com/,"$500,001 to $7,500,000",Non Profit,0
Sedalia,https://www.bristol-manor.com/,"$7,500,001 to $25,000,000",Private,0
Tehachapi,https://www.farmworkerinstitute.org/,"$7,500,001 to $25,000,000",Private,1
Austin,https://www.austinymca.org/,"$1 to $500,000",Non Profit,0
Pleasanton,https://tekion.com/,"$25,000,001 to $100,000,000",Private,0
Woodland,https://officialkristinchenoweth.com/4good/,"$1 to $500,000",Private,0
Indianapolis,http://www.cancercaregroup.com,"$7,500,001 to $25,000,000",Private,0
St. Petersburg,http://palamerican.com,Below $1,Private,0
Neenah,http://www.thedacare.org,"$100,000,001 or Above",Private,0
Davenport,https://deercreekrvonline.com/,"$500,001 to $7,500,000",Non Profit,0
New York,http://www.acue.org,"$7,500,001 to $25,000,000",Other,1
Douglaston,http://www.dma.communitysite.com,"$1 to $500,000",Private,0
Bristol,https://www.thejewelrygroup.com/,"$100,000,001 or Above",Private,1
El Segundo,http://www.outsource.net,"$100,000,001 or Above",Non Profit,0
New York,https://www.etao.world/,"$100,000,001 or Above",Private,0
Aventura,https://reveelentertainment.com/,"$1 to $500,000",Private,0
Fort Edward,https://www.forthudson.com/,"$25,000,001 to $100,000,000",Non Profit,0
Ozark,http://havenhome.us/,"$25,000,001 to $100,000,000",Private,0
New York,https://hirshmark.com/,"$500,001 to $7,500,000",Private,0
Cambridge,https://www.convergentresearch.org/,Below $1,Private,0
Doral,https://kwpmc.com/,"$25,000,001 to $100,000,000",Private,0
Jupiter,https://kmwlegal.com/,Undefined,Private,0
Moore,http://shscentralok.com,"$1 to $500,000",Private,0
New York,https://www.vitalcard.com/,"$1 to $500,000",Private,0
Walnut Creek,https://falconambulance.com/,"$7,500,001 to $25,000,000",Private,0
Denver,https://www.skylineacres.org/,Undefined,Private,0
Portland,https://whcommunities.com/,Undefined,Private,0
Quincy,https://www.intelycare.com/,"$100,000,001 or Above",Private,0
Princeton,https://www.akrospharma.com/,"$500,001 to $7,500,000",Private,0
Apache Junction,https://www.wirc.com/,"$25,000,001 to $100,000,000",Private,0
Providence,https://thewomxnproject.org,Below $1,Other,0
Piedmont,https://www.arclabs.edu/,"$7,500,001 to $25,000,000",Private,1
Salinas,http://www.foothillpacking.com/,"$100,000,001 or Above",Private,0
Petaluma,https://www.cross-check.com/,"$25,000,001 to $100,000,000",Private,0
Loma Linda,https://lluh.org/?rsource=lomalindahealth.org/,Below $1,Private,0
Rome,https://www.darlingtonschool.org/,"$7,500,001 to $25,000,000",Private,0
San Diego,http://www.goshare.co,"$500,001 to $7,500,000",Private,0
Gulf Shores,https://lulusfunfoodmusic.com/,Undefined,Private,0
Stanton,https://www.connectstaffing.com/,"$25,000,001 to $100,000,000",Private,1
Grand Rapids,http://www.kentgop.org,Below $1,Other,0
Westlake Village,http://www.aldamisa.com,"$1 to $500,000",Private,0
Portland,http://www.mainecaptialgroup.com,"$500,001 to $7,500,000",Private,0
Brooklyn,https://www.smilehomecare.com/,Undefined,Non Profit,0
Newark,http://www.serotonin.co,Below $1,Private,0
Falls Church,https://www.exouza.com/,Below $1,Private,0
Brooklyn,http://www.sundayhg.com,"$500,001 to $7,500,000",Other,0
Steamboat Springs,http://www.forgingnewlives.com,"$500,001 to $7,500,000",Private,1
Cedar Park,https://familyhospitalsystems.com/,Below $1,Private,1
Sunnyvale,http://clari.com,"$25,000,001 to $100,000,000",Private,0
Bridgewater,https://www.spearheadstaffing.com/,Undefined,Private,0
Waimanalo,https://pacificintlrealty.com/,Undefined,Private,0
Costa Mesa,https://www.hurley.com/,Undefined,Private,0
Centennial,https://www.tagins.net/,"$25,000,001 to $100,000,000",Private,0
Ridgeland,https://www.ywcss.com/,"$25,000,001 to $100,000,000",Private,0
Eatontown,http://hawkswoodschool.net/,Below $1,Non Profit,0
Central Islip,https://www.avcoboxes.com/,Undefined,Private,0
Englewood Cliffs,http://www.astafunding.com,Below $1,Private,0
Bridgewater Township,https://www.hardingloevner.com/,Undefined,Private,0
St. Louis,https://www.charitynavigator.org/ein/430652622,"$25,000,001 to $100,000,000",Private,0
Chicago,https://hfzlaw.com/,Undefined,Private,0
Chattanooga,http://hutton.build,"$25,000,001 to $100,000,000",Private,0
Chicago,http://www.networkventures.vc,Undefined,Private,0
Newark,http://www.zenner.ai,"$500,001 to $7,500,000",Private,0
Berkeley,https://lifelongmedical.org/,"$100,000,001 or Above",Non Profit,1
Hayward,https://www.biolog.com/,"$500,001 to $7,500,000",Private,0
Burlingame,https://www.eolianenergy.com/,Undefined,Non Profit,0
Pittsburgh,https://executorservices.com/,Below $1,Private,0
Boca Raton,http://www.mypcrlab.com/,"$500,001 to $7,500,000",Private,0
Los Angeles,https://ilcsc.org/,Undefined,Non Profit,0
Provo,http://www.angel.com,"$100,000,001 or Above",Non Profit,0
Elmhurst,http://illinoisphysicians.org,Below $1,Private,0
Naples,https://www.walkersmarine.com/,Undefined,Non Profit,0
Falls Church,https://sierra7.com/,"$25,000,001 to $100,000,000",Private,0
Sacramento,https://www.communitycollege.org/,"$500,001 to $7,500,000",Private,0
Oceanside,https://www.mc-painting.com/,Undefined,Private,1
Tustin,https://ymcaoc.org/,"$25,000,001 to $100,000,000",Private,1
Frisco,https://www.altairglobal.com/,"$25,000,001 to $100,000,000",Private,0
Marlborough,https://cognoptix.com/,Below $1,Private,0
West Islip,https://chekspend.com/,"$1 to $500,000",Private,0
Lodi,https://felician.edu/,"$25,000,001 to $100,000,000",Non Profit,1
Norcross,http://www.almcars.com,"$100,000,001 or Above",Private,0
Eden Prairie,http://www.craveamerica.com,"$25,000,001 to $100,000,000",Private,0
Melville,http://www.supplyhouse.com,"$100,000,001 or Above",Other,0
Vernon,https://www.gavina.com/,"$100,000,001 or Above",Private,0
Citronelle,https://www.southalabamautilities.net/,Undefined,Other,0
Baton Rouge,https://www.gogridsource.com/,"$25,000,001 to $100,000,000",Private,0
Lakewood,http://www.ppam.net/,"$500,001 to $7,500,000",Private,1
Huffman,http://www.jhouse.org,"$1 to $500,000",Non Profit,0
Nashville,https://oneelmington.com/,"$100,000,001 or Above",Private,1
Raleigh,https://bmagroupglobal.com/,"$25,000,001 to $100,000,000",Private,1
Brooklyn,https://www.universalenterprisellc.com/,"$1 to $500,000",Private,0
Nashville,https://www.altoira.com/,"$7,500,001 to $25,000,000",Private,0
Reno,http://renosurgical.com,"$500,001 to $7,500,000",Non Profit,0
Kirkland,https://www.insitepropertysolutions.com/,"$500,001 to $7,500,000",Private,0
New York,https://www.meringofffoundation.org/,"$500,001 to $7,500,000",Non Profit,0
Los Angeles,https://www.electrum.co/,"$500,001 to $7,500,000",Private,0
Earp,https://www.emeraldcoveresort.com/,Undefined,Private,1
Brookfield,https://www.sweetenersupply.com/,"$100,000,001 or Above",Private,0
White Plains,http://www.innovativehealthsystemsinc.com,Undefined,Private,0
Sunbury,https://1994charlesbdegensteinfoundation.org,Undefined,Other,0
New York,https://lili.co/,"$500,001 to $7,500,000",Private,0
Miami,https://bestdoctorsinsurance.com/,Below $1,Private,0
Austin,https://www.uaustin.org/,"$7,500,001 to $25,000,000",Private,0
Seattle,https://www.aaafire.com/,"$7,500,001 to $25,000,000",Private,0
Massapequa,http://www.yesccc.org,"$500,001 to $7,500,000",Private,0
Tucson,http://www.royaltucson.com,Below $1,Private,0
Burlingame,http://www.hingebio.com,Below $1,Private,0
New York,https://studs.com/,"$7,500,001 to $25,000,000",Private,0
Jessup,https://eastlandfood.com/,"$25,000,001 to $100,000,000",Private,1
Phoenix,https://www.resilienthealthaz.org/,"$7,500,001 to $25,000,000",Private,0
Fort Washington,https://www.magicsoftware.com/,Undefined,Private,1
Lakewood,http://www.coloradoopenlands.org,"$7,500,001 to $25,000,000",Private,0
Washington,https://www.jamusa.us/,"$500,001 to $7,500,000",Non Profit,0
Colorado Springs,http://envisionradiology.com,Below $1,Private,0
Tenafly,https://www.playersalliance.org,"$500,001 to $7,500,000",Private,1
Santa Ana,https://www.partnerscapitalgrp.com/,Undefined,Private,0
Los Angeles,http://methodtreatment.com,"$500,001 to $7,500,000",Non Profit,0
Bangor,https://cla.aero/,"$25,000,001 to $100,000,000",Private,0
Oklahoma City,https://www.midcentralenergy.com/,"$25,000,001 to $100,000,000",Private,0
Lake Worth,https://intecrowd.com/,"$7,500,001 to $25,000,000",Private,0
Tampa,http://www.sunpacmanufacturing.com,Undefined,Private,0
Ontario,http://community.am.com/contact-us/,"$500,001 to $7,500,000",Private,0
Santa Clara,http://Klearnow.com,"$7,500,001 to $25,000,000",Private,0
San Ramon,https://lumindigital.com/,"$500,001 to $7,500,000",Private,0
Latham,http://www.ctmale.com,"$7,500,001 to $25,000,000",Non Profit,0
Johnson City,https://iarx.com/,"$100,000,001 or Above",Private,0
Austin,http://www.restore.com,"$7,500,001 to $25,000,000",Private,0
Lawrenceville,http://www.flylzu.com,"$500,001 to $7,500,000",Private,0
San Antonio,https://www.thepineappleschool.com/,"$500,001 to $7,500,000",Private,0
Naples,https://stmatthewshouse.org/,Below $1,Private,0
South San Francisco,https://www.dnascript.com/,"$1 to $500,000",Private,0
Tucson,https://www.thevillasatwilmot.com/,"$500,001 to $7,500,000",Private,0
Atlanta,http://www.vero-biotech.com/,"$1 to $500,000",Private,0
East Wenatchee,http://www.eaglegroup.com,Undefined,Private,0
San Diego,http://www.kwsandiegotraining.com,Undefined,Private,0
Ocala,http://www.neuraltechnologies.io,Undefined,Other,0
SouthLake,https://lowtcenter.com/,"$25,000,001 to $100,000,000",Private,0
Wilmington,http://www.myrtlegrove.org/,"$500,001 to $7,500,000",Private,0
Naples,https://naplesplayers.org/,"$500,001 to $7,500,000",Non Profit,0
Wayne,https://cagentvascular.com/,"$500,001 to $7,500,000",Private,0
New York,http://turkenfoundation.org,Below $1,Private,0
Melville,https://planmedicare.com/,Undefined,Non Profit,0
New York,https://www.jitjatjo.com/,"$7,500,001 to $25,000,000",Private,0
Phoenix,http://signaturedentalpartners.com,"$25,000,001 to $100,000,000",Private,0
Alpharetta,https://www.surcheros.com/,Undefined,Private,0
Petaluma,http://www.csina.com,"$7,500,001 to $25,000,000",Private,0
Cleveland,https://drbradhylan.com/,Undefined,Non Profit,0
Del City,https://www.seniorlivingokc.com/,Undefined,Private,0
Los Angeles,https://www.coway-usa.com/,Undefined,Private,1
Layton,http://www.ustcorp.net/,"$100,000,001 or Above",Private,0
New York,http://www.cabrinhealth.org,"$100,000,001 or Above",Other,0
Fort Collins,http://billgo.com,"$25,000,001 to $100,000,000",Private,0
San Diego,https://accessyouthacademy.org/partner-clubs/,"$500,001 to $7,500,000",Non Profit,0
Littleton,http://www.cwalittleton.com,"$1 to $500,000",Non Profit,0
San Francisco,https://arqu.com/,Below $1,Private,0
Lake Park,http://www.discoverytanktesting.com,Undefined,Private,0
Bakersfield,http://www.motorcitygmc.com,Undefined,Private,1
Laguna Niguel,http://Policyissuesinstitute.com,"$1 to $500,000",Private,0
Wixom,https://www.minthamericas.com/,"$25,000,001 to $100,000,000",Private,0
Stamford,https://www.americanpetproducts.org/,"$7,500,001 to $25,000,000",Private,0
Zionsville,https://www.healthgrades.com/group-directory/in-indiana/lebanon/lafayette-emergency-physicians-oornhrh,Undefined,Private,0
West Covina,http://www.californiaknights.org,"$1 to $500,000",Private,0
New York,http://juliecare.co,"$500,001 to $7,500,000",Private,0
Pasadena,http://www.lacera.com,Undefined,Private,0
Atlanta,http://www.bavingroup.com,Below $1,Private,0
Dallas,http://lmrtec.com,"$7,500,001 to $25,000,000",Private,0
Lexington,https://rokstoneuw.com/products/rokstone-agriculture,"$500,001 to $7,500,000",Private,0
The Woodlands,https://www.greenfieldmidstream.com/,Below $1,Private,0
Odessa,http://www.bauerfoundations.com,"$1 to $500,000",Private,0
Santa Monica,http://jmcphilanthropy.com/,"$500,001 to $7,500,000",Private,0
Chico,http://www.chicostart.com,"$1 to $500,000",Other,0
Middleton,http://varigenbiosciences.com/,"$500,001 to $7,500,000",Non Profit,0
Miami,http://claimsadvisor.com,"$1 to $500,000",Private,0
Indianapolis,https://familyandcommunitysolutions.com/,"$500,001 to $7,500,000",Private,0
New York,http://www.inclusiv.org,"$7,500,001 to $25,000,000",Private,0
Washington,http://www.wcdcinc.com,"$500,001 to $7,500,000",Private,0
San Francisco,http://commure.com,"$25,000,001 to $100,000,000",Private,0
Sebring,https://www.alanjay.com/,Undefined,Private,0
Haleyville,https://www.cityofhaleyville.com/,"$7,500,001 to $25,000,000",Private,0
Irvine,https://cityventures.com/,"$100,000,001 or Above",Private,0
Webster Groves,https://www.seniorhelpers.com/,Undefined,Other,0
Pleasant Grove,http://www.klasresearch.com,"$25,000,001 to $100,000,000",Private,0
Redwood City,http://www.delphix.com,"$100,000,001 or Above",Private,0
Duluth,https://www.suedvers.de/,Below $1,Private,0
Baltimore,https://www.washingtonhillcoop.com/,"$500,001 to $7,500,000",Private,0
Framingham,https://www.alwaysbestcare.com/,"$500,001 to $7,500,000",Private,0
Katy,https://www.treadstone-ep.com/,Undefined,Private,0
Traverse City,http://www.frenchmanorseniorliving.com/,Undefined,Private,0
Ozark,http://www.fiocchiusa.com/,"$1 to $500,000",Private,0
New York,https://www.davidzwirner.com/,"$100,000,001 or Above",Private,0
Novato,https://www.mymarinhealth.org/,"$7,500,001 to $25,000,000",Private,0
Mountain View,https://www.exploramed.com/,Below $1,Private,0
Naples,http://naplesplayers.org,"$500,001 to $7,500,000",Non Profit,0
Whtie Plains,https://campgroup.com/,Undefined,Non Profit,1
San Gabriel,http://www.sangabrielpoa.com,"$1 to $500,000",Private,0
Miami,https://collinsworthinsurance.com/,"$500,001 to $7,500,000",Private,0
Elk River,https://plaistedcompanies.com/,Undefined,Private,0
Detroit,https://dencap.com/,"$500,001 to $7,500,000",Non Profit,0
Bonita Springs,https://www.ivfh.com/,Undefined,Private,0
Lansing,https://www.1sthousing.com/en/,"$500,001 to $7,500,000",Non Profit,0
Fort Lauderdale,http://trippscott.com,Undefined,Non Profit,0
Washington,http://www.newventurefund.org,"$100,000,001 or Above",Private,1
Westlake Village,http://WWW.SEVYMCA.ORG,"$500,001 to $7,500,000",Non Profit,0
Kalamazoo,https://forensicfluids.com/,"$7,500,001 to $25,000,000",Private,0
Montclair,https://www.apartments.com/matthew-g-carter-apartments-montclair-nj/qlbfcbz/,"$500,001 to $7,500,000",Non Profit,0
Temecula,https://www.mecc.edu/,"$7,500,001 to $25,000,000",Private,0
Cadillac,https://www.9and10news.com/,"$25,000,001 to $100,000,000",Private,0
Tampa,http://www.oldmemorialgolfclub.com,"$7,500,001 to $25,000,000",Private,0
South Bend,https://www.impactcapitalfunds.com/,Below $1,Private,0
Chicago,http://www.pullmantechworkshop.org,"$1 to $500,000",Private,0
New York,https://www.rheingoldlaw.com/,Undefined,Private,0
Los Angeles,https://www.ingenuitystudios.com/,"$25,000,001 to $100,000,000",Private,0
Long Beach,http://www.goldstarmanor.org/,"$500,001 to $7,500,000",Private,1
Dresher,https://traxpartners.com/,"$1 to $500,000",Private,0
Medina,http://www.montvilletwp.org/index.php/parks-recreation/cobblestone-park,Undefined,Private,1
Windsor,http://www.businessriskpartners.com,Below $1,Private,0
San Jose,http://www.retailnext.net/,"$25,000,001 to $100,000,000",Private,0
Sarasota,https://www.synergyhealthdpc.com/contact/,Below $1,Private,0
Great Neck,https://emetwealth.com/,Undefined,Private,0
Melbourne,https://bonifaceheirs.com/,Undefined,Private,0
Elk Grove,http://www.slakey.com,Below $1,Private,1
Holmdel,https://www.dreamsports.group,Below $1,Private,0
Huntington Station,https://concordny.com/,"$7,500,001 to $25,000,000",Private,1
Itasca,https://www.hamiltonpartners.com/,"$500,001 to $7,500,000",Non Profit,0
